Count,Lityear,Year,Season,Site,Stand,Plot,Treatment,N,P,Ca,Basket,Total_Mass,Leaf_Mass,Basket_Type,Basket_Area,Total_Mass_g_m2,Sorted,ACPE,ACRU,ACSA3,ACSP2,BE_sp,BEAL2,BEPA,BEPO,FAGR,FRAM2,PIRU,PO_sp,POGR4,POTR5,PRPE2,PRSE2,QURU,SOAM3,TIAM,TSCA,VILA11,Unknown,Seeds,Nonleaf,OTHER_Spring,Other,Twigs <16mm,Twigs 16-30mm,Problematic,Comments
4579,2016,2016,Summer,JB,JBO,1,NP,1,1,0,A1,NA,NA,1,0.23,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4580,2016,2016,Summer,JB,JBO,1,NP,1,1,0,A3,NA,NA,1,0.23,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4581,2016,2016,Summer,JB,JBO,1,NP,1,1,0,B2,1.17,NA,1,0.23,5.09,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4582,2016,2016,Summer,JB,JBO,1,NP,1,1,0,C1,1.94,NA,1,0.23,8.43,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4583,2016,2016,Summer,JB,JBO,1,NP,1,1,0,C3,NA,NA,1,0.23,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4584,2016,2016,Summer,JB,JBO,2,P,0,1,0,A1,0.78,NA,1,0.23,3.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4585,2016,2016,Summer,JB,JBO,2,P,0,1,0,A3,2.18,NA,1,0.23,9.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4586,2016,2016,Summer,JB,JBO,2,P,0,1,0,B2,1.66,NA,1,0.23,7.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4587,2016,2016,Summer,JB,JBO,2,P,0,1,0,C1,2.41,NA,1,0.23,10.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4588,2016,2016,Summer,JB,JBO,2,P,0,1,0,C3,NA,NA,1,0.23,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4589,2016,2016,Summer,JB,JBO,3,N,1,0,0,A1,0.6,NA,1,0.23,2.61,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4590,2016,2016,Summer,JB,JBO,3,N,1,0,0,A3,1.41,NA,1,0.23,6.13,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4591,2016,2016,Summer,JB,JBO,3,N,1,0,0,B2,1.44,NA,1,0.23,6.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4592,2016,2016,Summer,JB,JBO,3,N,1,0,0,C1,1.09,NA,1,0.23,4.74,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4593,2016,2016,Summer,JB,JBO,3,N,1,0,0,C3,0.77,NA,1,0.23,3.35,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4594,2016,2016,Summer,JB,JBO,4,C,0,0,0,A1,0.74,NA,1,0.23,3.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4595,2016,2016,Summer,JB,JBO,4,C,0,0,0,A3,NA,NA,1,0.23,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4596,2016,2016,Summer,JB,JBO,4,C,0,0,0,B2,0.93,NA,1,0.23,4.04,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4597,2016,2016,Summer,JB,JBO,4,C,0,0,0,C1,1.35,NA,1,0.23,5.87,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4598,2016,2016,Summer,JB,JBO,4,C,0,0,0,C3,0.96,NA,1,0.23,4.17,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4599,2016,2016,Fall,BEF,C1,1,P,0,1,0,A1,88.22,88.00,1,0.23,383.57,Y,2.32,1.29,0.09,0,0,21.33,25.66,0,24.12,0.92,0,0,0,0,8.61,0,0,0,0,0,0,3.66,0,0.22,NA,,,,,
4600,2016,2016,Fall,BEF,C1,1,P,0,1,0,A3,49.95,49.55,1,0.23,217.17,Y,1.85,5.03,0.04,0,0,3.89,11.61,0,16.77,0.08,0,0,0,0,8.22,0,0,0,0,0,0,2.06,0,0.4,NA,,,,,
4601,2016,2016,Fall,BEF,C1,1,P,0,1,0,B2,81.70,81.62,1,0.23,355.22,Y,1.97,6.15,2.63,0,0,2.72,31.76,0,18.64,9.54,0,0,0,0,5.21,0,0,0,0,0,0,3,0,0.08,NA,,,,,
4602,2016,2016,Fall,BEF,C1,1,P,0,1,0,C1,77.36,76.49,1,0.23,336.35,Y,3.84,0.77,1.3,0,0,28.6,10.25,0,19.13,0.73,0,0,0,0,5.36,0,0,0,0,0,0,6.51,0,0.87,NA,,,,,
4603,2016,2016,Fall,BEF,C1,1,P,0,1,0,C3,80.79,80.06,1,0.23,351.26,Y,1.72,2.17,5.34,0,0,24.97,21.74,0,12.13,1.31,0,0,0.49,0,6.16,0,0,0,0,0,0,4.03,0,0.73,NA,,,,,
4604,2016,2016,Fall,BEF,C1,2,N,1,0,0,A1,80.16,79.88,1,0.23,348.52,Y,1.74,3.14,0,0,0,15.49,31.9,0,10.9,3.28,0,0,0,0,5.51,0,0,0,0,0,0,7.92,0,0.28,NA,,,,,
4605,2016,2016,Fall,BEF,C1,2,N,1,0,0,A3,91.93,91.67,1,0.23,399.70,Y,1.03,1.9,0,0,0,26.18,37.3,0,16.86,0,0,0,0,0,3.07,0,0,0,0,0,0,5.33,0,0.26,NA,,,,,
4606,2016,2016,Fall,BEF,C1,2,N,1,0,0,B2,62.33,61.66,1,0.23,271.00,Y,0.24,0.6,0.07,0,0,13.8,27.44,0,11.38,0.97,0,0,0,0,4.19,0,0,0,0,0,0,2.97,0,0.67,NA,,,,,
4607,2016,2016,Fall,BEF,C1,2,N,1,0,0,C1,62.86,61.99,1,0.23,273.30,Y,0.88,9.42,0.04,0,0,10.49,15.71,0,11.34,2.65,0,0,0.11,0,6.24,0,0,0,0,0,0,5.11,0,0.87,NA,,,,,
4608,2016,2016,Fall,BEF,C1,2,N,1,0,0,C3,70.96,70.06,1,0.23,308.52,Y,3.79,4.89,0,0,0,9.19,23.08,0,16.52,0.06,0,0,0,0,7.66,0,0,0,0,0,0,4.87,0,0.9,NA,,,,,
4609,2016,2016,Fall,BEF,C1,3,C,0,0,0,A1,71.08,71.02,1,0.23,309.04,Y,0.89,3.86,0.65,0,0,5.76,30.36,0,18.95,0,0,0,0,0,5.1,0,0,0,0,0,0,5.45,0,0.06,NA,,,,,
4610,2016,2016,Fall,BEF,C1,3,C,0,0,0,A3,73.95,71.19,1,0.23,321.52,Y,0,4.61,2.42,0,0,20.47,21.2,0,12.48,1.47,0,0,0,0,6.32,0,0,0,0,0,0,2.22,0,2.76,NA,,,,,
4611,2016,2016,Fall,BEF,C1,3,C,0,0,0,B2,84.03,83.78,1,0.23,365.35,Y,0,3.17,0.17,0,0,10.89,25.16,0,33.05,0.72,0,0,0.48,0,6.22,0,0,0,0,0,0,3.92,0,0.25,NA,,,,,
4612,2016,2016,Fall,BEF,C1,3,C,0,0,0,C1,66.62,66.54,1,0.23,289.65,Y,0.99,3.41,0.07,0,0,20.14,14.48,0,17.05,0.52,0,0,0,0,5.01,0,0,0,0,0,0,4.87,0,0.08,NA,,,,,
4613,2016,2016,Fall,BEF,C1,3,C,0,0,0,C3,71.64,71.04,1,0.23,311.48,Y,0.4,2.75,0.21,0,0,22.3,18.46,0,16.15,0.05,0,0,0,0,5.75,0,0,0,0,0,0,4.97,0,0.6,NA,,,,,
4614,2016,2016,Fall,BEF,C1,4,NP,1,1,0,A1,80.47,80.27,1,0.23,349.87,Y,0.5,3.44,1.01,0,0,29.35,24.86,0,14.65,0,0,0,0,0,2.76,0,0,0,0,0,0,3.7,0,0.2,NA,,,,,
4615,2016,2016,Fall,BEF,C1,4,NP,1,1,0,A3,73.20,72.78,1,0.23,318.26,Y,0,4.35,0.88,0,0,5.19,29.32,0,20.61,0,0,0,0,0,3.96,0,0,0,0,0,0,8.47,0,0.42,NA,,,,,
4616,2016,2016,Fall,BEF,C1,4,NP,1,1,0,B2,77.93,77.79,1,0.23,338.83,Y,0.27,7.35,0.08,0,0,19.53,28.34,0,12.87,0,0,0,2.17,0,2.68,0,0,0,0,0,0,4.5,0,0.14,NA,,,,,
4617,2016,2016,Fall,BEF,C1,4,NP,1,1,0,C1,70.35,69.41,1,0.23,305.87,Y,4.51,7.75,0.61,0,0,12.9,18.68,0,10.33,0,0,0,0,0,3.71,0,0,0,0,0,0,10.92,0,0.94,NA,,,,,
4618,2016,2016,Fall,BEF,C1,4,NP,1,1,0,C3,81.26,79.90,1,0.23,353.30,Y,0.19,6.06,0.44,0,0,6.42,23.28,0,29.05,0.44,0,0,0,0,8.51,0,0,0,0,0,0,5.51,0,1.36,NA,,,,,
4619,2016,2016,Fall,BEF,C2,1,NP,1,1,0,A1,70.83,70.75,1,0.23,307.96,Y,0,31.23,0.01,0,0,5.83,3.5,0,24.56,0,0,0,0,0,2.6,0,0,0,0,0,0,3.02,0,0.08,NA,,,,,
4620,2016,2016,Fall,BEF,C2,1,NP,1,1,0,A3,58.13,58.11,1,0.23,252.74,Y,0.44,9.33,0.01,0,0,6.21,6.25,0,25.64,0,0,0,0,0,3.33,0,0,0,0,0,0,6.9,0,0.02,NA,,,,,
4621,2016,2016,Fall,BEF,C2,1,NP,1,1,0,B2,84.77,84.73,1,0.23,368.57,Y,1.07,27.4,0,0,0,3.45,6.92,0,39.05,0,0,0,0,0,0.72,0,0,0,0,0,0,6.12,0,0.04,NA,,,,,
4622,2016,2016,Fall,BEF,C2,1,NP,1,1,0,C1,52.15,52.15,1,0.23,226.74,Y,0,16.51,1.35,0,0,2.15,5.11,0,20.05,0.13,0,0,0,0,0.72,0,0,0,0,0,0,6.13,0,0,NA,,,,,
4623,2016,2016,Fall,BEF,C2,1,NP,1,1,0,C3,59.34,59.31,1,0.23,258.00,Y,0,6.08,0,0,0,0.09,6.1,0,41.5,0,0,0,0,0,2.54,0,0,0,0,0,0,3,0,0.03,NA,,,,,
4624,2016,2016,Fall,BEF,C2,2,C,0,0,0,A1,74.03,73.96,1,0.23,321.87,Y,0,47.89,0,0,0,2.78,3.49,0,14.5,0,0,0,0,0,2.49,0,0,0,0,0,0,2.81,0,0.07,NA,,,,,
4625,2016,2016,Fall,BEF,C2,2,C,0,0,0,A3,68.19,67.94,1,0.23,296.48,Y,0,9.88,0,0,0,6.28,13.06,0,22.43,0,0,0,0,0,12.78,0,0,0,0,0,0,3.51,0,0.25,NA,,,,,
4626,2016,2016,Fall,BEF,C2,2,C,0,0,0,B2,106.60,106.60,1,0.23,463.48,Y,0,66.42,9.8,0,0,8.3,6.25,0,9.11,0,0,0,0,0,3.33,0,0,0,0,0,0,3.39,0,0,NA,,,,,
4627,2016,2016,Fall,BEF,C2,2,C,0,0,0,C1,72.40,72.33,1,0.23,314.78,Y,0,13.77,0.27,0,0,7.13,17.57,0,17.14,0,0,0,0,0,10.37,0,0,0,0,0,0,6.08,0,0.07,NA,,,,,
4628,2016,2016,Fall,BEF,C2,2,C,0,0,0,C3,62.68,62.66,1,0.23,272.52,Y,0,0.92,0,0,0,7.46,12.05,0,38.13,0.07,0,0,0,0,1.72,0,0,0,0,0,0,2.31,0,0.02,NA,,,,,
4629,2016,2016,Fall,BEF,C2,3,P,0,1,1,A1,95.23,94.88,1,0.23,414.04,Y,0,59.95,0.04,0,0,5.04,5.54,0,19.82,0,0,0,0,0,1.05,0,0.23,0,0,0,0,3.21,0,0.35,NA,,,,,
4630,2016,2016,Fall,BEF,C2,3,P,0,1,1,A3,62.59,62.45,1,0.23,272.13,Y,0.3,6.67,0,0,0,1,9.03,0,32.55,0.74,0,0,0,0,9.67,0,0,0,0,0,0,2.49,0,0.14,NA,,,,,
4631,2016,2016,Fall,BEF,C2,3,P,0,1,1,B2,NA,NA,1,0.23,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4632,2016,2016,Fall,BEF,C2,3,P,0,1,1,C1,78.29,78.22,1,0.23,340.39,Y,1.32,21.75,0,0,0,14.25,10.42,0,20.04,3.31,0,0,0,0,3.6,0,0,0,0,0,0,3.53,0,0.07,NA,,,,,
4633,2016,2016,Fall,BEF,C2,3,P,0,1,1,C3,72.48,72.23,1,0.23,315.13,Y,2.1,13.35,0,0,0,8.2,21.42,0,16.09,1.37,0,0,0,0,4.69,0,0.62,0,0,0,0,4.39,0,0.25,NA,,,,,
4634,2016,2016,Fall,BEF,C2,4,N,1,0,0,A1,61.78,61.64,1,0.23,268.61,Y,1.07,15.75,0,0,0,0.47,21.02,0,10.31,0.16,0,0,0,0,8.12,0,0.19,0,0,0,0,4.55,0,0.14,NA,,,,,
4635,2016,2016,Fall,BEF,C2,4,N,1,0,0,A3,62.05,62.05,1,0.23,269.78,Y,0,12.63,0,0,0,3.32,12.21,0,26.02,0,0,0,0,0,4.35,0,0.61,0,0,0,0,2.91,0,0,NA,,,,,
4636,2016,2016,Fall,BEF,C2,4,N,1,0,0,B2,67.46,66.85,1,0.23,293.30,Y,2.55,20.96,0.16,0,0,2.41,2.42,0,32.38,0,0,0,0,0,1.18,0,0,0,0,0,0,4.79,0,0.61,NA,,,,,
4637,2016,2016,Fall,BEF,C2,4,N,1,0,0,C1,57.00,56.91,1,0.23,247.83,Y,9.95,2.67,0,0,0,5.8,8.54,0,23.78,0,0,0,0,0,3.77,0,0.54,0,0,0,0,1.86,0,0.09,NA,,,,,
4638,2016,2016,Fall,BEF,C2,4,N,1,0,0,C3,66.11,66.08,1,0.23,287.43,Y,0.61,0.22,1.88,0,0,8.33,16.24,0,35.59,0,0,0,0,0,0.97,0,0,0,0,0,0,2.24,0,0.03,NA,,,,,
4639,2016,2016,Fall,BEF,C4,1,NP,1,1,0,A1,77.66,NA,1,0.23,337.65,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4640,2016,2016,Fall,BEF,C4,1,NP,1,1,0,A3,74.03,NA,1,0.23,321.87,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4641,2016,2016,Fall,BEF,C4,1,NP,1,1,0,B2,81.9,NA,1,0.23,356.09,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4642,2016,2016,Fall,BEF,C4,1,NP,1,1,0,C1,83.48,NA,1,0.23,362.96,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4643,2016,2016,Fall,BEF,C4,1,NP,1,1,0,C3,68.59,NA,1,0.23,298.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4644,2016,2016,Fall,BEF,C4,2,N,1,0,0,A1,69.11,NA,1,0.23,300.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4645,2016,2016,Fall,BEF,C4,2,N,1,0,0,A3,66.33,NA,1,0.23,288.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4646,2016,2016,Fall,BEF,C4,2,N,1,0,0,B2,77.38,NA,1,0.23,336.43,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4647,2016,2016,Fall,BEF,C4,2,N,1,0,0,C1,71.91,NA,1,0.23,312.65,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4648,2016,2016,Fall,BEF,C4,2,N,1,0,0,C3,86.445,NA,1,0.23,375.85,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4649,2016,2016,Fall,BEF,C4,3,C,0,0,0,A1,65.83,NA,1,0.23,286.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4650,2016,2016,Fall,BEF,C4,3,C,0,0,0,A3,74.66,NA,1,0.23,324.61,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4651,2016,2016,Fall,BEF,C4,3,C,0,0,0,B2,78.25,NA,1,0.23,340.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4652,2016,2016,Fall,BEF,C4,3,C,0,0,0,C1,68.99,NA,1,0.23,299.96,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4653,2016,2016,Fall,BEF,C4,3,C,0,0,0,C3,82.91,NA,1,0.23,360.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4654,2016,2016,Fall,BEF,C4,4,P,0,1,0,A1,74.59,NA,1,0.23,324.30,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4655,2016,2016,Fall,BEF,C4,4,P,0,1,0,A3,79.22,NA,1,0.23,344.43,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4656,2016,2016,Fall,BEF,C4,4,P,0,1,0,B2,80.25,NA,1,0.23,348.91,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4657,2016,2016,Fall,BEF,C4,4,P,0,1,0,C1,70.38,NA,1,0.23,306.00,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4658,2016,2016,Fall,BEF,C4,4,P,0,1,0,C3,70.46,NA,1,0.23,306.35,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4659,2016,2016,Fall,BEF,C5,1,C,0,0,0,A1,69.68,NA,1,0.23,302.96,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4660,2016,2016,Fall,BEF,C5,1,C,0,0,0,A3,73.11,NA,1,0.23,317.87,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4661,2016,2016,Fall,BEF,C5,1,C,0,0,0,B2,80.28,NA,1,0.23,349.04,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4662,2016,2016,Fall,BEF,C5,1,C,0,0,0,C1,67.62,NA,1,0.23,294.00,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4663,2016,2016,Fall,BEF,C5,1,C,0,0,0,C3,70.34,NA,1,0.23,305.83,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4664,2016,2016,Fall,BEF,C5,2,NP,1,1,0,A1,97.67,NA,1,0.23,424.65,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4665,2016,2016,Fall,BEF,C5,2,NP,1,1,0,A3,90.1,NA,1,0.23,391.74,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4666,2016,2016,Fall,BEF,C5,2,NP,1,1,0,B2,85.28,NA,1,0.23,370.78,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4667,2016,2016,Fall,BEF,C5,2,NP,1,1,0,C1,76.44,NA,1,0.23,332.35,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4668,2016,2016,Fall,BEF,C5,2,NP,1,1,0,C3,72.05,NA,1,0.23,313.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4669,2016,2016,Fall,BEF,C5,3,N,1,0,0,A1,77.49,NA,1,0.23,336.91,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4670,2016,2016,Fall,BEF,C5,3,N,1,0,0,A3,83.85,NA,1,0.23,364.57,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4671,2016,2016,Fall,BEF,C5,3,N,1,0,0,B2,77.81,NA,1,0.23,338.30,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4672,2016,2016,Fall,BEF,C5,3,N,1,0,0,C1,82.71,NA,1,0.23,359.61,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4673,2016,2016,Fall,BEF,C5,3,N,1,0,0,C3,78.98,NA,1,0.23,343.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4674,2016,2016,Fall,BEF,C5,4,P,0,1,0,A1,70.2,NA,1,0.23,305.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4675,2016,2016,Fall,BEF,C5,4,P,0,1,0,A3,76.92,NA,1,0.23,334.43,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4676,2016,2016,Fall,BEF,C5,4,P,0,1,0,B2,75.43,NA,1,0.23,327.96,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4677,2016,2016,Fall,BEF,C5,4,P,0,1,0,C1,NA,NA,1,0.23,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4678,2016,2016,Fall,BEF,C5,4,P,0,1,0,C3,76.54,NA,1,0.23,332.78,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4679,2016,2016,Fall,BEF,C6,1,NP,1,1,0,A1,72.08,71.96,1,0.23,313.39,Y,0,17.2,1.14,0,0,26.88,6.44,0,14.58,0,0,0,0,0,0.06,0,0,0,0,0,0,5.66,0,0.12,NA,,,,,
4680,2016,2016,Fall,BEF,C6,1,NP,1,1,0,A3,86.34,74.22,1,0.23,375.39,Y,3.35,15.86,0.76,0,0,29.51,8.23,0,8.97,0.09,0,0,0.23,0,0.41,0,0.24,0,0,0,0,6.57,0,12.12,NA,,,,,
4681,2016,2016,Fall,BEF,C6,1,NP,1,1,0,B2,NA,NA,1,0.23,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4682,2016,2016,Fall,BEF,C6,1,NP,1,1,0,C1,77.81,76.90,1,0.23,338.30,Y,0,14.15,0.47,0,0,16.46,28.38,0,12.61,0,0,0,0,0,0.1,0,0,0,0,0,0,4.73,0,0.91,NA,,,,,
4683,2016,2016,Fall,BEF,C6,1,NP,1,1,0,C3,92.43,92.08,1,0.23,401.87,Y,0,31.66,15.42,0,0,12.2,7.26,0,13.53,2.89,0,0,0,0,0,0,0,0,0,0,0,9.12,0,0.35,NA,,,,,
4684,2016,2016,Fall,BEF,C6,2,C,0,0,0,A1,81.39,80.74,1,0.23,353.87,Y,0.48,18.86,2.33,0,0,18.14,12.77,0,17.01,3.25,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0.65,NA,,,,,
